SL,Station,Year,Month,TempMax,TempMin,Rainfall,RelativeHumidity,WindSpeed,CloudCoverage,BrightSunshine,Latitude,Longitude,Elevation,NDVI
21568,Rangpur,1952,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.7333,89.2667,32.61,NULL
21569,Rangpur,1952,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.7333,89.2667,32.61,NULL
21570,Rangpur,1952,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.7333,89.2667,32.61,NULL
21571,Rangpur,1952,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.7333,89.2667,32.61,NULL
21572,Rangpur,1952,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.7333,89.2667,32.61,NULL
21573,Rangpur,1952,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.7333,89.2667,32.61,NULL
21574,Rangpur,1952,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.7333,89.2667,32.61,NULL
21575,Rangpur,1952,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.7333,89.2667,32.61,NULL
21576,Rangpur,1952,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.7333,89.2667,32.61,NULL
21577,Rangpur,1953,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.7333,89.2667,32.61,NULL
21578,Rangpur,1953,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.7333,89.2667,32.61,NULL
21579,Rangpur,1953,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.7333,89.2667,32.61,NULL
21580,Rangpur,1953,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.7333,89.2667,32.61,NULL
21581,Rangpur,1953,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.7333,89.2667,32.61,NULL
21582,Rangpur,1953,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.7333,89.2667,32.61,NULL
21583,Rangpur,1953,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.7333,89.2667,32.61,NULL
21584,Rangpur,1953,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.7333,89.2667,32.61,NULL
21585,Rangpur,1953,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.7333,89.2667,32.61,NULL
21586,Rangpur,1953,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.7333,89.2667,32.61,NULL
21587,Rangpur,1953,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.7333,89.2667,32.61,NULL
21588,Rangpur,1953,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.7333,89.2667,32.61,NULL
21589,Rangpur,1954,1,26.58947368,10.5754386,20.0,81.52727273,0.753703704,1.3,6.282857143,25.7333,89.2667,32.61,NULL
21590,Rangpur,1954,2,29.72280702,12.82631579,0.0,75.27272727,0.924074074,1.5,7.614285714,25.7333,89.2667,32.61,NULL
21591,Rangpur,1954,3,34.85964912,16.72105263,0.0,68.18181818,1.362962963,0.9,7.854285714,25.7333,89.2667,32.61,NULL
21592,Rangpur,1954,4,36.45438596,20.8877193,0.0,72.49090909,1.807407407,2.5,7.171428571,25.7333,89.2667,32.61,NULL
21593,Rangpur,1954,5,36.08947368,23.01052632,275.0,80.05454545,1.594444444,3.8,6.634285714,25.7333,89.2667,32.61,NULL
21594,Rangpur,1954,6,35.63157895,24.94210526,944.0,85.0,1.542592593,6.5,4.894285714,25.7333,89.2667,32.61,NULL
21595,Rangpur,1954,7,34.69298246,25.8754386,602.0,86.07272727,1.474074074,6.2,4.348571429,25.7333,89.2667,32.61,NULL
21596,Rangpur,1954,8,35.03859649,26.26140351,211.0,85.27272727,1.383333333,5.3,5.145714286,25.7333,89.2667,32.61,NULL
21597,Rangpur,1954,9,34.45614035,25.32631579,101.0,86.25454545,1.174074074,4.0,5.2,25.7333,89.2667,32.61,NULL
21598,Rangpur,1954,10,33.33508772,22.49298246,90.0,84.50909091,0.92962963,3.2,7.154285714,25.7333,89.2667,32.61,NULL
21599,Rangpur,1954,11,30.77017544,17.20526316,0.0,81.29090909,0.851851852,0.5,7.925714286,25.7333,89.2667,32.61,NULL
21600,Rangpur,1954,12,27.74736842,12.65087719,0.0,81.70909091,0.714814815,0.9,6.871428571,25.7333,89.2667,32.61,NULL
21601,Rangpur,1955,1,26.58947368,10.5754386,20.0,81.52727273,0.753703704,1.7,6.282857143,25.7333,89.2667,32.61,NULL
21602,Rangpur,1955,2,29.72280702,12.82631579,3.0,75.27272727,0.924074074,0.5,7.614285714,25.7333,89.2667,32.61,NULL
21603,Rangpur,1955,3,34.85964912,16.72105263,8.0,68.18181818,1.362962963,1.6,7.854285714,25.7333,89.2667,32.61,NULL
21604,Rangpur,1955,4,36.45438596,20.8877193,55.0,72.49090909,1.807407407,2.1,7.171428571,25.7333,89.2667,32.61,NULL
21605,Rangpur,1955,5,36.08947368,23.01052632,124.0,80.05454545,1.594444444,3.2,6.634285714,25.7333,89.2667,32.61,NULL
21606,Rangpur,1955,6,35.63157895,24.94210526,566.0,85.0,1.542592593,5.3,4.894285714,25.7333,89.2667,32.61,NULL
21607,Rangpur,1955,7,34.69298246,25.8754386,892.0,86.07272727,1.474074074,6.2,4.348571429,25.7333,89.2667,32.61,NULL
21608,Rangpur,1955,8,35.03859649,26.26140351,562.0,85.27272727,1.383333333,5.8,5.145714286,25.7333,89.2667,32.61,NULL
21609,Rangpur,1955,9,34.45614035,25.32631579,160.0,86.25454545,1.174074074,4.1,5.2,25.7333,89.2667,32.61,NULL
21610,Rangpur,1955,10,33.33508772,22.49298246,19.0,84.50909091,0.92962963,2.6,7.154285714,25.7333,89.2667,32.61,NULL
21611,Rangpur,1955,11,30.77017544,17.20526316,5.0,81.29090909,0.851851852,1.6,7.925714286,25.7333,89.2667,32.61,NULL
21612,Rangpur,1955,12,27.74736842,12.65087719,0.0,81.70909091,0.714814815,0.4,6.871428571,25.7333,89.2667,32.61,NULL
21613,Rangpur,1956,1,26.58947368,10.5754386,12.0,81.52727273,0.753703704,0.7,6.282857143,25.7333,89.2667,32.61,NULL
21614,Rangpur,1956,2,29.72280702,12.82631579,1.0,75.27272727,0.924074074,0.8,7.614285714,25.7333,89.2667,32.61,NULL
21615,Rangpur,1956,3,34.85964912,16.72105263,5.0,68.18181818,1.362962963,2.0,7.854285714,25.7333,89.2667,32.61,NULL
21616,Rangpur,1956,4,36.45438596,20.8877193,12.0,72.49090909,1.807407407,3.0,7.171428571,25.7333,89.2667,32.61,NULL
21617,Rangpur,1956,5,36.08947368,23.01052632,278.0,80.05454545,1.594444444,4.9,6.634285714,25.7333,89.2667,32.61,NULL
21618,Rangpur,1956,6,35.63157895,24.94210526,769.0,85.0,1.542592593,6.4,4.894285714,25.7333,89.2667,32.61,NULL
21619,Rangpur,1956,7,34.69298246,25.8754386,488.0,86.07272727,1.474074074,5.1,4.348571429,25.7333,89.2667,32.61,NULL
21620,Rangpur,1956,8,35.03859649,26.26140351,501.0,85.27272727,1.383333333,6.2,5.145714286,25.7333,89.2667,32.61,NULL
21621,Rangpur,1956,9,34.45614035,25.32631579,149.0,86.25454545,1.174074074,4.8,5.2,25.7333,89.2667,32.61,NULL
21622,Rangpur,1956,10,33.33508772,22.49298246,424.0,84.50909091,0.92962963,4.0,7.154285714,25.7333,89.2667,32.61,NULL
21623,Rangpur,1956,11,30.77017544,17.20526316,11.0,81.29090909,0.851851852,1.8,7.925714286,25.7333,89.2667,32.61,NULL
21624,Rangpur,1956,12,27.74736842,12.65087719,0.0,81.70909091,0.714814815,1.1,6.871428571,25.7333,89.2667,32.61,NULL
21625,Rangpur,1957,1,25.4,10.8,0.0,81.52727273,0.753703704,1.1,6.282857143,25.7333,89.2667,32.61,NULL
21626,Rangpur,1957,2,29.0,12.6,0.0,75.27272727,0.924074074,1.2,7.614285714,25.7333,89.2667,32.61,NULL
21627,Rangpur,1957,3,35.2,16.4,14.0,68.18181818,1.362962963,1.5,7.854285714,25.7333,89.2667,32.61,NULL
21628,Rangpur,1957,4,40.7,21.6,2.0,72.49090909,1.807407407,2.0,7.171428571,25.7333,89.2667,32.61,NULL
21629,Rangpur,1957,5,41.0,22.9,111.0,80.05454545,1.594444444,4.0,6.634285714,25.7333,89.2667,32.61,NULL
21630,Rangpur,1957,6,35.0,24.0,439.0,85.0,1.542592593,5.5,4.894285714,25.7333,89.2667,32.61,NULL
21631,Rangpur,1957,7,33.9,25.8,352.0,86.07272727,1.474074074,6.4,4.348571429,25.7333,89.2667,32.61,NULL
21632,Rangpur,1957,8,36.7,26.2,249.0,85.27272727,1.383333333,5.1,5.145714286,25.7333,89.2667,32.61,NULL
21633,Rangpur,1957,9,35.0,25.8,38.0,86.25454545,1.174074074,4.7,5.2,25.7333,89.2667,32.61,NULL
21634,Rangpur,1957,10,34.4,21.2,10.0,84.50909091,0.92962963,2.8,7.154285714,25.7333,89.2667,32.61,NULL
21635,Rangpur,1957,11,30.6,16.1,0.0,81.29090909,0.851851852,1.1,7.925714286,25.7333,89.2667,32.61,NULL
21636,Rangpur,1957,12,27.2,12.7,0.0,81.70909091,0.714814815,1.0,6.871428571,25.7333,89.2667,32.61,NULL
21637,Rangpur,1958,1,27.2,12.1,2.0,81.52727273,0.753703704,1.4,6.282857143,25.7333,89.2667,32.61,NULL
21638,Rangpur,1958,2,30.0,12.8,0.0,75.27272727,0.924074074,2.0,7.614285714,25.7333,89.2667,32.61,NULL
21639,Rangpur,1958,3,43.3,16.4,11.0,68.18181818,1.362962963,1.6,7.854285714,25.7333,89.2667,32.61,NULL
21640,Rangpur,1958,4,43.3,21.8,55.0,72.49090909,1.807407407,3.8,7.171428571,25.7333,89.2667,32.61,NULL
21641,Rangpur,1958,5,39.4,23.7,171.0,80.05454545,1.594444444,4.5,6.634285714,25.7333,89.2667,32.61,NULL
21642,Rangpur,1958,6,37.8,24.6,413.0,85.0,1.542592593,4.9,4.894285714,25.7333,89.2667,32.61,NULL
21643,Rangpur,1958,7,32.2,25.8,412.0,86.07272727,1.474074074,5.9,4.348571429,25.7333,89.2667,32.61,NULL
21644,Rangpur,1958,8,32.8,26.2,353.0,85.27272727,1.383333333,5.5,5.145714286,25.7333,89.2667,32.61,NULL
21645,Rangpur,1958,9,32.2,25.2,350.0,86.25454545,1.174074074,5.0,5.2,25.7333,89.2667,32.61,NULL
21646,Rangpur,1958,10,31.5,22.4,220.0,84.50909091,0.92962963,2.9,7.154285714,25.7333,89.2667,32.61,NULL
21647,Rangpur,1958,11,29.8,17.2,188.0,81.29090909,0.851851852,1.4,7.925714286,25.7333,89.2667,32.61,NULL
21648,Rangpur,1958,12,26.9,12.4,189.0,81.70909091,0.714814815,0.9,6.871428571,25.7333,89.2667,32.61,NULL
21649,Rangpur,1959,1,25.6,11.5,29.0,83.0,0.753703704,2.0,6.282857143,25.7333,89.2667,32.61,NULL
21650,Rangpur,1959,2,28.3,12.1,0.0,75.0,0.924074074,0.7,7.614285714,25.7333,89.2667,32.61,NULL
21651,Rangpur,1959,3,35.0,16.5,257.0,69.0,1.362962963,1.4,7.854285714,25.7333,89.2667,32.61,NULL
21652,Rangpur,1959,4,36.8,22.6,102.0,73.0,1.807407407,2.7,7.171428571,25.7333,89.2667,32.61,NULL
21653,Rangpur,1959,5,34.4,23.3,366.0,83.0,1.594444444,5.1,6.634285714,25.7333,89.2667,32.61,NULL
21654,Rangpur,1959,6,34.4,24.9,583.0,87.0,1.542592593,6.0,4.894285714,25.7333,89.2667,32.61,NULL
21655,Rangpur,1959,7,35.0,26.3,357.0,84.0,1.474074074,5.6,4.348571429,25.7333,89.2667,32.61,NULL
21656,Rangpur,1959,8,35.0,26.3,275.0,86.0,1.383333333,5.5,5.145714286,25.7333,89.2667,32.61,NULL
21657,Rangpur,1959,9,34.2,25.4,90.0,86.0,1.174074074,5.1,5.2,25.7333,89.2667,32.61,NULL
21658,Rangpur,1959,10,32.2,22.8,586.0,89.0,0.92962963,4.3,7.154285714,25.7333,89.2667,32.61,NULL
21659,Rangpur,1959,11,30.0,16.2,0.0,83.0,0.851851852,0.5,7.925714286,25.7333,89.2667,32.61,NULL
21660,Rangpur,1959,12,26.7,12.5,103.0,83.0,0.714814815,0.7,6.871428571,25.7333,89.2667,32.61,NULL
21661,Rangpur,1960,1,26.1,9.8,0.0,77.0,0.6,0.9,6.282857143,25.7333,89.2667,32.61,NULL
21662,Rangpur,1960,2,31.1,13.5,0.0,73.0,0.6,0.3,7.614285714,25.7333,89.2667,32.61,NULL
21663,Rangpur,1960,3,37.2,16.2,56.0,67.0,1.2,2.3,7.854285714,25.7333,89.2667,32.61,NULL
21664,Rangpur,1960,4,37.3,20.9,6.0,50.0,1.8,1.2,7.171428571,25.7333,89.2667,32.61,NULL
21665,Rangpur,1960,5,36.7,23.9,252.0,70.0,1.6,3.9,6.634285714,25.7333,89.2667,32.61,NULL
21666,Rangpur,1960,6,35.6,24.9,378.0,86.0,1.2,5.0,4.894285714,25.7333,89.2667,32.61,NULL
21667,Rangpur,1960,7,33.9,25.9,471.0,88.0,1.4,5.8,4.348571429,25.7333,89.2667,32.61,NULL
21668,Rangpur,1960,8,35.0,26.6,124.0,86.0,1.3,4.8,5.145714286,25.7333,89.2667,32.61,NULL
21669,Rangpur,1960,9,34.4,25.7,488.0,89.0,1.0,5.3,5.2,25.7333,89.2667,32.61,NULL
21670,Rangpur,1960,10,33.9,23.3,91.0,83.0,0.6,1.9,7.154285714,25.7333,89.2667,32.61,NULL
21671,Rangpur,1960,11,30.6,16.2,3.0,83.0,0.6,0.9,7.925714286,25.7333,89.2667,32.61,NULL
21672,Rangpur,1960,12,27.8,12.9,0.0,87.0,0.4,0.6,6.871428571,25.7333,89.2667,32.61,NULL
21673,Rangpur,1961,1,28.9,11.8,0.0,83.0,0.6,1.1,6.282857143,25.7333,89.2667,32.61,NULL
21674,Rangpur,1961,2,28.8,11.5,28.0,76.0,1.0,1.9,7.614285714,25.7333,89.2667,32.61,NULL
21675,Rangpur,1961,3,36.2,17.1,10.0,62.0,1.4,1.9,7.854285714,25.7333,89.2667,32.61,NULL
21676,Rangpur,1961,4,36.8,21.3,57.0,63.0,1.5,2.4,7.171428571,25.7333,89.2667,32.61,NULL
21677,Rangpur,1961,5,35.8,23.5,279.0,80.0,1.8,3.7,6.634285714,25.7333,89.2667,32.61,NULL
21678,Rangpur,1961,6,36.8,25.2,440.0,86.0,1.3,5.7,4.894285714,25.7333,89.2667,32.61,NULL
21679,Rangpur,1961,7,35.1,26.3,265.0,86.0,1.3,5.5,4.348571429,25.7333,89.2667,32.61,NULL
21680,Rangpur,1961,8,34.6,26.4,141.0,87.0,1.4,5.4,5.145714286,25.7333,89.2667,32.61,NULL
21681,Rangpur,1961,9,35.1,25.7,150.0,85.0,1.1,4.6,5.2,25.7333,89.2667,32.61,NULL
21682,Rangpur,1961,10,33.9,22.6,341.0,87.0,0.8,3.6,7.154285714,25.7333,89.2667,32.61,NULL
21683,Rangpur,1961,11,30.2,16.2,1.0,83.0,0.6,1.5,7.925714286,25.7333,89.2667,32.61,NULL
21684,Rangpur,1961,12,26.8,10.2,5.0,85.0,0.9,1.0,6.871428571,25.7333,89.2667,32.61,NULL
21685,Rangpur,1962,1,25.7,8.9,9.0,81.0,0.6,0.8,6.282857143,25.7333,89.2667,32.61,NULL
21686,Rangpur,1962,2,30.8,12.9,4.0,74.0,0.9,1.5,7.614285714,25.7333,89.2667,32.61,NULL
21687,Rangpur,1962,3,37.2,15.6,7.0,61.0,0.9,1.1,7.854285714,25.7333,89.2667,32.61,NULL
21688,Rangpur,1962,4,37.3,21.6,4.0,60.0,1.8,2.7,7.171428571,25.7333,89.2667,32.61,NULL
21689,Rangpur,1962,5,34.7,22.2,409.0,82.0,1.5,4.8,6.634285714,25.7333,89.2667,32.61,NULL
21690,Rangpur,1962,6,35.0,25.1,464.0,87.0,1.2,5.7,4.894285714,25.7333,89.2667,32.61,NULL
21691,Rangpur,1962,7,36.7,26.1,210.0,86.0,1.1,5.3,4.348571429,25.7333,89.2667,32.61,NULL
21692,Rangpur,1962,8,33.9,25.8,572.0,88.0,1.4,5.8,5.145714286,25.7333,89.2667,32.61,NULL
21693,Rangpur,1962,9,34.7,25.8,137.0,87.0,1.0,3.8,5.2,25.7333,89.2667,32.61,NULL
21694,Rangpur,1962,10,33.0,21.8,66.0,83.0,0.7,2.2,7.154285714,25.7333,89.2667,32.61,NULL
21695,Rangpur,1962,11,30.6,15.6,0.0,82.0,0.4,0.5,7.925714286,25.7333,89.2667,32.61,NULL
21696,Rangpur,1962,12,27.8,11.6,0.0,82.0,0.4,0.9,6.871428571,25.7333,89.2667,32.61,NULL
21697,Rangpur,1963,1,27.8,9.8,0.0,77.0,0.5,0.5,6.282857143,25.7333,89.2667,32.61,NULL
21698,Rangpur,1963,2,32.2,12.4,0.0,65.0,0.6,0.5,7.614285714,25.7333,89.2667,32.61,NULL
21699,Rangpur,1963,3,37.2,16.3,66.0,66.0,1.0,1.2,7.854285714,25.7333,89.2667,32.61,NULL
21700,Rangpur,1963,4,37.6,20.5,75.0,71.0,1.5,2.9,7.171428571,25.7333,89.2667,32.61,NULL
21701,Rangpur,1963,5,36.1,22.4,187.0,81.0,1.5,4.0,6.634285714,25.7333,89.2667,32.61,NULL
21702,Rangpur,1963,6,36.9,25.2,399.0,86.0,1.3,4.7,4.894285714,25.7333,89.2667,32.61,NULL
21703,Rangpur,1963,7,33.3,26.1,566.0,89.0,1.1,5.5,4.348571429,25.7333,89.2667,32.61,NULL
21704,Rangpur,1963,8,33.4,26.4,293.0,87.0,1.1,4.9,5.145714286,25.7333,89.2667,32.61,NULL
21705,Rangpur,1963,9,36.7,26.3,304.0,85.0,0.9,3.7,5.2,25.7333,89.2667,32.61,NULL
21706,Rangpur,1963,10,33.9,22.5,72.0,85.0,0.9,2.8,7.154285714,25.7333,89.2667,32.61,NULL
21707,Rangpur,1963,11,28.9,16.3,5.0,80.0,0.7,1.3,7.925714286,25.7333,89.2667,32.61,NULL
21708,Rangpur,1963,12,28.3,13.0,0.0,80.0,0.5,0.5,6.871428571,25.7333,89.2667,32.61,NULL
21709,Rangpur,1964,1,26.3,9.0,4.0,74.0,0.6,0.2,6.282857143,25.7333,89.2667,32.61,NULL
21710,Rangpur,1964,2,31.7,12.5,7.0,71.0,0.7,0.8,7.614285714,25.7333,89.2667,32.61,NULL
21711,Rangpur,1964,3,36.1,18.1,6.0,64.0,1.1,0.6,7.854285714,25.7333,89.2667,32.61,NULL
21712,Rangpur,1964,4,36.7,20.8,68.0,75.0,1.3,2.7,7.171428571,25.7333,89.2667,32.61,NULL
21713,Rangpur,1964,5,37.2,22.7,269.0,82.0,1.1,3.2,6.634285714,25.7333,89.2667,32.61,NULL
21714,Rangpur,1964,6,36.6,24.8,554.0,86.0,1.7,5.4,4.894285714,25.7333,89.2667,32.61,NULL
21715,Rangpur,1964,7,34.5,25.5,477.0,89.0,1.5,5.6,4.348571429,25.7333,89.2667,32.61,NULL
21716,Rangpur,1964,8,35.6,26.1,140.0,85.0,1.4,4.1,5.145714286,25.7333,89.2667,32.61,NULL
21717,Rangpur,1964,9,34.4,25.6,177.0,85.0,1.1,4.0,5.2,25.7333,89.2667,32.61,NULL
21718,Rangpur,1964,10,34.4,23.8,200.0,85.0,1.1,3.1,7.154285714,25.7333,89.2667,32.61,NULL
21719,Rangpur,1964,11,31.7,17.0,0.0,80.0,0.7,1.1,7.925714286,25.7333,89.2667,32.61,NULL
21720,Rangpur,1964,12,27.5,10.8,0.0,77.0,0.6,0.9,6.871428571,25.7333,89.2667,32.61,NULL
21721,Rangpur,1965,1,27.3,10.0,0.0,76.0,0.5,0.4,6.282857143,25.7333,89.2667,32.61,NULL
21722,Rangpur,1965,2,29.8,11.2,4.0,72.0,0.6,0.8,7.614285714,25.7333,89.2667,32.61,NULL
21723,Rangpur,1965,3,35.2,13.7,38.0,67.0,0.8,1.5,7.854285714,25.7333,89.2667,32.61,NULL
21724,Rangpur,1965,4,36.6,20.0,63.0,70.0,1.6,2.0,7.171428571,25.7333,89.2667,32.61,NULL
21725,Rangpur,1965,5,37.2,22.7,362.0,79.0,1.5,3.2,6.634285714,25.7333,89.2667,32.61,NULL
21726,Rangpur,1965,6,35.0,25.2,249.0,86.0,1.7,4.9,4.894285714,25.7333,89.2667,32.61,NULL
21727,Rangpur,1965,7,33.9,25.9,277.0,85.0,1.4,4.9,4.348571429,25.7333,89.2667,32.61,NULL
21728,Rangpur,1965,8,34.3,25.9,553.0,87.0,1.5,5.0,5.145714286,25.7333,89.2667,32.61,NULL
21729,Rangpur,1965,9,35.0,25.3,133.0,85.0,1.0,4.1,5.2,25.7333,89.2667,32.61,NULL
21730,Rangpur,1965,10,33.5,22.0,12.0,81.0,0.5,2.1,7.154285714,25.7333,89.2667,32.61,NULL
21731,Rangpur,1965,11,29.0,16.0,17.0,82.0,0.5,1.4,7.925714286,25.7333,89.2667,32.61,NULL
21732,Rangpur,1965,12,27.2,11.0,0.0,79.0,0.6,1.3,6.871428571,25.7333,89.2667,32.61,NULL
21733,Rangpur,1966,1,26.4,10.9,11.0,81.0,0.5,1.3,6.282857143,25.7333,89.2667,32.61,NULL
21734,Rangpur,1966,2,33.3,13.8,0.0,74.0,0.5,1.0,7.614285714,25.7333,89.2667,32.61,NULL
21735,Rangpur,1966,3,37.7,16.5,1.0,60.0,0.9,0.6,7.854285714,25.7333,89.2667,32.61,NULL
21736,Rangpur,1966,4,37.3,21.4,12.0,67.0,1.3,1.4,7.171428571,25.7333,89.2667,32.61,NULL
21737,Rangpur,1966,5,37.4,23.3,272.0,73.0,1.3,3.0,6.634285714,25.7333,89.2667,32.61,NULL
21738,Rangpur,1966,6,34.1,24.3,126.0,87.0,1.7,4.8,4.894285714,25.7333,89.2667,32.61,NULL
21739,Rangpur,1966,7,35.1,25.5,302.0,88.0,1.1,5.0,4.348571429,25.7333,89.2667,32.61,NULL
21740,Rangpur,1966,8,33.3,26.1,324.0,89.0,1.2,5.4,5.145714286,25.7333,89.2667,32.61,NULL
21741,Rangpur,1966,9,34.4,25.0,109.0,87.0,1.2,4.5,5.2,25.7333,89.2667,32.61,NULL
21742,Rangpur,1966,10,31.7,20.8,48.0,84.0,0.7,2.0,7.154285714,25.7333,89.2667,32.61,NULL
21743,Rangpur,1966,11,30.3,16.0,25.0,86.0,0.5,2.1,7.925714286,25.7333,89.2667,32.61,NULL
21744,Rangpur,1966,12,27.2,11.7,1.0,82.0,0.6,1.2,6.871428571,25.7333,89.2667,32.61,NULL
21745,Rangpur,1967,1,26.1,9.5,1.0,81.0,0.6,0.6,6.282857143,25.7333,89.2667,32.61,NULL
21746,Rangpur,1967,2,32.3,11.3,0.0,76.0,0.7,0.2,7.614285714,25.7333,89.2667,32.61,NULL
21747,Rangpur,1967,3,33.2,14.0,140.0,76.0,1.0,2.3,7.854285714,25.7333,89.2667,32.61,NULL
21748,Rangpur,1967,4,37.7,17.0,152.0,72.0,1.5,2.0,7.171428571,25.7333,89.2667,32.61,NULL
21749,Rangpur,1967,5,36.7,22.0,73.0,76.0,1.6,3.4,6.634285714,25.7333,89.2667,32.61,NULL
21750,Rangpur,1967,6,37.4,25.0,248.0,79.0,1.3,4.2,4.894285714,25.7333,89.2667,32.61,NULL
21751,Rangpur,1967,7,35.7,25.8,474.0,84.0,1.5,4.6,4.348571429,25.7333,89.2667,32.61,NULL
21752,Rangpur,1967,8,36.2,27.7,153.0,79.0,1.0,4.4,5.145714286,25.7333,89.2667,32.61,NULL
21753,Rangpur,1967,9,35.8,26.1,333.0,83.0,1.1,4.4,5.2,25.7333,89.2667,32.61,NULL
21754,Rangpur,1967,10,30.8,22.4,149.0,85.0,0.9,1.8,7.154285714,25.7333,89.2667,32.61,NULL
21755,Rangpur,1967,11,30.6,17.4,0.0,84.0,0.5,1.0,7.925714286,25.7333,89.2667,32.61,NULL
21756,Rangpur,1967,12,28.2,12.6,0.0,85.0,0.5,1.0,6.871428571,25.7333,89.2667,32.61,NULL
21757,Rangpur,1968,1,25.3,10.5,0.0,81.0,0.6,1.1,6.282857143,25.7333,89.2667,32.61,NULL
21758,Rangpur,1968,2,28.2,12.5,0.0,75.0,0.8,1.2,7.614285714,25.7333,89.2667,32.61,NULL
21759,Rangpur,1968,3,32.5,16.4,17.0,67.0,1.2,1.5,7.854285714,25.7333,89.2667,32.61,NULL
21760,Rangpur,1968,4,34.1,20.7,73.0,71.0,1.7,2.9,7.171428571,25.7333,89.2667,32.61,NULL
21761,Rangpur,1968,5,32.8,22.9,243.0,80.0,1.5,4.3,6.634285714,25.7333,89.2667,32.61,NULL
21762,Rangpur,1968,6,33.0,24.9,424.0,85.0,1.5,5.5,4.894285714,25.7333,89.2667,32.61,NULL
21763,Rangpur,1968,7,32.2,25.8,459.0,86.0,1.4,5.9,4.348571429,25.7333,89.2667,32.61,NULL
21764,Rangpur,1968,8,32.8,26.2,337.0,85.0,1.3,5.5,5.145714286,25.7333,89.2667,32.61,NULL
21765,Rangpur,1968,9,32.2,25.2,312.0,86.0,1.1,5.0,5.2,25.7333,89.2667,32.61,NULL
21766,Rangpur,1968,10,31.5,22.4,137.0,84.0,0.8,2.9,7.154285714,25.7333,89.2667,32.61,NULL
21767,Rangpur,1968,11,29.8,17.2,5.0,81.0,0.7,1.4,7.925714286,25.7333,89.2667,32.61,NULL
21768,Rangpur,1968,12,26.9,12.4,4.0,81.0,0.6,0.9,6.871428571,25.7333,89.2667,32.61,NULL
21769,Rangpur,1969,1,26.9,7.3,19.0,82.0,0.3,0.8,6.282857143,25.7333,89.2667,32.61,NULL
21770,Rangpur,1969,2,31.0,9.7,1.0,77.0,0.6,0.5,7.614285714,25.7333,89.2667,32.61,NULL
21771,Rangpur,1969,3,35.6,12.3,55.0,75.0,0.9,1.4,7.854285714,25.7333,89.2667,32.61,NULL
21772,Rangpur,1969,4,37.7,18.1,88.0,76.0,0.8,2.6,7.171428571,25.7333,89.2667,32.61,NULL
21773,Rangpur,1969,5,36.6,21.4,295.0,78.0,0.4,2.8,6.634285714,25.7333,89.2667,32.61,NULL
21774,Rangpur,1969,6,37.2,21.2,407.0,79.0,0.7,4.9,4.894285714,25.7333,89.2667,32.61,NULL
21775,Rangpur,1969,7,37.7,26.2,636.0,85.0,0.7,5.4,4.348571429,25.7333,89.2667,32.61,NULL
21776,Rangpur,1969,8,36.4,26.3,420.0,84.0,0.9,5.7,5.145714286,25.7333,89.2667,32.61,NULL
21777,Rangpur,1969,9,34.4,25.5,309.0,84.0,0.7,4.6,5.2,25.7333,89.2667,32.61,NULL
21778,Rangpur,1969,10,32.9,21.4,45.0,84.0,0.4,2.1,7.154285714,25.7333,89.2667,32.61,NULL
21779,Rangpur,1969,11,31.4,17.1,38.0,83.0,0.5,1.4,7.925714286,25.7333,89.2667,32.61,NULL
21780,Rangpur,1969,12,26.7,11.7,0.0,83.0,0.3,0.9,6.871428571,25.7333,89.2667,32.61,NULL
21781,Rangpur,1970,1,25.8,9.6,29,85.0,0.3,1.2,6.282857143,25.7333,89.2667,32.61,NULL
21782,Rangpur,1970,2,28.7,12.0,6,83.0,0.5,1.4,7.614285714,25.7333,89.2667,32.61,NULL
21783,Rangpur,1970,3,37.6,15.3,5,78.0,1.0,1.9,7.854285714,25.7333,89.2667,32.61,NULL
21784,Rangpur,1970,4,37.7,19.6,39,75.0,1.4,2.1,7.171428571,25.7333,89.2667,32.61,NULL
21785,Rangpur,1970,5,37.6,22.5,162,79.0,1.2,3.9,6.634285714,25.7333,89.2667,32.61,NULL
21786,Rangpur,1970,6,36.7,23.9,527,85.0,1.2,5.4,4.894285714,25.7333,89.2667,32.61,NULL
